original_text,translated_text,experience
हंसी मजाक दृश्यों भाव मुद्राओं संवादों फूहड़ होतीं ।,Laughing joke scenes would have been shocking.,positive
बीकानेर यात्रा राकेश लडेरा गाँव स्थित मरुभूमि महोत्सव देखने कार्यक्रम बनाया ।,Bikaner Yatra made a program watching the Marobhumi Mahotsav at Rakesh Ladera village.,neutral
टैबलेट 55 प्री लोडेड एप्पलीकेशंस आता ।,Tablet 55 pre -loaded applecities arrives.,neutral
कथ्य संदर्भ कारण महत्वपूर्ण भोपाल ए प्रेयर फॉर रेन संगत वस्तुनिष्ठ दृष्टिकोण भोपाल गैस ट्रैजेडी चित्रण करती प्रासंगिक जरूरी फिल्म जाती ।,The reference reference is important Bhopal a Prayer for Rain Compatible Objective approach.,neutral
पहाड़ ठीक सामने हिस्सा जिधर हमारा होटल अंधकार डूबा ।,The mountain is in front of our hotel dark.,neutral
"हुवैई मीडिया पैड डुअल कैमरा , 5 मेगापिक्सल ऑटोफोकस उच्च डेफीनिशन वाला पिछला 13 मेगापिक्सल सामने वाला कैमरा चैटिंग ।","Huhai Media Pad Dual camera, 5 megapixel autofocus high defense rear 13 megapixel front camera chatting.",neutral
खुबसूरत टेबलेट 2ghz इंटेल एटम 2580 प्रोसेसर दवारा संचालित प्रदर्शन उम्दा |,Beautiful Tablet 2 GHz Intel Atom 2580 processor performed excellent |,positive
दोनों समय नीरस अप्रभावी जाते ।,Both times were monotonous ineffective.,negative
डांसिंग लाइट डिस्ट्रैक्ट स्टेटिक शिफ्ट ।,Dancing light distract static shift.,positive
"एसुस दूसरा सस्ता टेबलेट , 4जी नेटवर्क काम ।","Asus second cheap tablet, 4G network work.",neutral
"इसको तरफ रू 8000 कीमत हार्इ एण्ड ऑरवाना2 , माइक्रोस 70 तथा एक्सबीए 3 एक्सट्रीम हार्इ एण्ड कीमत यूर्इ9000 क्यूसी20आर्इ बीच रखता जिसकी कीमत रू 25,000 अधिक ।","It keeps it on the price of Rs 8000, Li & Orwana 2, Micros 70 and XBA 3 Extreme Extreme and Price Euria 9000 QC 20 Ai, priced at Rs 25,000 more.",neutral
बायीं तरफ बैक तथा मिनिमाइज निशान पाते ।,Get back and minimize marks on the left.,neutral
मिलाकर लुक्स डिस्प्ले मामले फोन अच्छे नंबर दिए ।,Together the looks display cases gave good numbers.,positive
